ID,SensorType,Temperature,Status
740,Thermo-Acoustic,125.00,Outlier
741,Thermocouple,25.57,Outlier
741,RTD,9.00,Outlier
741,Thermo-Optical,508.05,Outlier
741,Thermo-Acoustic,175.00,Valid
742,Thermocouple,25.68,Outlier
742,RTD,25.00,Outlier
742,Thermo-Optical,399.51,Outlier
742,Thermo-Acoustic,100.00,Outlier
743,Thermocouple,25.60,Outlier
743,RTD,19.00,Outlier
743,Thermo-Optical,564.99,Outlier
743,Thermo-Acoustic,100.00,Outlier
744,Thermocouple,25.67,Outlier
744,RTD,-49.00,Outlier
744,Thermo-Optical,575.55,Outlier
744,Thermo-Acoustic,175.00,Outlier
745,Thermocouple,25.57,Outlier
745,RTD,10.00,Outlier
745,Thermo-Optical,525.78,Outlier
745,Thermo-Acoustic,50.00,Outlier
746,Thermocouple,25.53,Outlier
746,RTD,47.00,Outlier
746,Thermo-Optical,492.40,Outlier
746,Thermo-Acoustic,200.00,Outlier
747,Thermocouple,25.72,Outlier
747,RTD,-32.00,Outlier
747,Thermo-Optical,492.40,Outlier
747,Thermo-Acoustic,50.00,Outlier
748,Thermocouple,25.51,Outlier
748,RTD,-37.00,Outlier
748,Thermo-Optical,391.59,Outlier
748,Thermo-Acoustic,200.00,Outlier
749,Thermocouple,25.70,Outlier
749,RTD,25.00,Outlier
749,Thermo-Optical,559.47,Outlier
749,Thermo-Acoustic,200.00,Valid
750,Thermocouple,25.71,Outlier
750,RTD,-46.00,Outlier
750,Thermo-Optical,572.96,Outlier
750,Thermo-Acoustic,200.00,Outlier
751,Thermocouple,25.64,Outlier
751,RTD,-5.00,Outlier
751,Thermo-Optical,578.10,Outlier
751,Thermo-Acoustic,100.00,Outlier
752,Thermocouple,25.51,Outlier
752,RTD,33.00,Outlier
752,Thermo-Optical,535.61,Outlier
752,Thermo-Acoustic,125.00,Outlier
753,Thermocouple,25.72,Outlier
753,RTD,-37.00,Outlier
753,Thermo-Optical,420.79,Outlier
753,Thermo-Acoustic,200.00,Outlier
754,Thermocouple,25.52,Outlier
754,RTD,29.00,Outlier
754,Thermo-Optical,439.26,Outlier
754,Thermo-Acoustic,150.00,Outlier
755,Thermocouple,25.69,Outlier
755,RTD,-47.00,Outlier
755,Thermo-Optical,455.66,Outlier
755,Thermo-Acoustic,75.00,Outlier
756,Thermocouple,25.65,Outlier
756,RTD,26.00,Outlier
756,Thermo-Optical,575.55,Outlier
756,Thermo-Acoustic,250.00,Outlier
757,Thermocouple,25.73,Outlier
757,RTD,-20.00,Outlier
757,Thermo-Optical,529.12,Outlier
757,Thermo-Acoustic,50.00,Outlier
758,Thermocouple,25.64,Outlier
758,RTD,24.00,Outlier
758,Thermo-Optical,433.37,Outlier
758,Thermo-Acoustic,250.00,Outlier
759,Thermocouple,25.60,Outlier
759,RTD,32.00,Outlier
759,Thermo-Optical,383.16,Outlier
759,Thermo-Acoustic,200.00,Outlier
760,Thermocouple,25.51,Outlier
760,RTD,24.00,Outlier
760,Thermo-Optical,374.14,Outlier
760,Thermo-Acoustic,250.00,Outlier
761,Thermocouple,25.69,Outlier
761,RTD,18.00,Outlier
761,Thermo-Optical,511.74,Outlier
761,Thermo-Acoustic,150.00,Outlier
762,Thermocouple,25.55,Outlier
762,RTD,-13.00,Outlier
762,Thermo-Optical,567.68,Outlier
762,Thermo-Acoustic,200.00,Valid
763,Thermocouple,25.66,Outlier
763,RTD,48.00,Outlier
763,Thermo-Optical,522.37,Outlier
763,Thermo-Acoustic,150.00,Outlier
764,Thermocouple,25.69,Outlier
764,RTD,16.00,Outlier
764,Thermo-Optical,553.79,Outlier
764,Thermo-Acoustic,75.00,Outlier
765,Thermocouple,25.62,Outlier
765,RTD,-38.00,Outlier
765,Thermo-Optical,547.93,Outlier
765,Thermo-Acoustic,100.00,Outlier
766,Thermocouple,25.72,Outlier
766,RTD,-7.00,Outlier
766,Thermo-Optical,427.22,Outlier
766,Thermo-Acoustic,50.00,Outlier
767,Thermocouple,25.62,Outlier
767,RTD,41.00,Outlier
767,Thermo-Optical,470.46,Outlier
767,Thermo-Acoustic,75.00,Outlier
768,Thermocouple,25.51,Outlier
768,RTD,34.00,Outlier
768,Thermo-Optical,525.78,Outlier
768,Thermo-Acoustic,200.00,Valid
769,Thermocouple,25.68,Outlier
769,RTD,0.00,Outlier
769,Thermo-Optical,414.06,Outlier
769,Thermo-Acoustic,200.00,Outlier
770,Thermocouple,25.64,Outlier
770,RTD,-27.00,Outlier
770,Thermo-Optical,559.47,Outlier
770,Thermo-Acoustic,225.00,Outlier
771,Thermocouple,25.62,Outlier
771,RTD,-21.00,Outlier
771,Thermo-Optical,406.98,Outlier
771,Thermo-Acoustic,125.00,Outlier
772,Thermocouple,25.59,Outlier
772,RTD,47.00,Outlier
772,Thermo-Optical,525.78,Outlier
772,Thermo-Acoustic,125.00,Outlier
773,Thermocouple,25.70,Outlier
773,RTD,-6.00,Outlier
773,Thermo-Optical,550.88,Outlier
773,Thermo-Acoustic,25.00,Outlier
774,Thermocouple,25.67,Outlier
774,RTD,42.00,Outlier
774,Thermo-Optical,460.75,Outlier
774,Thermo-Acoustic,175.00,Valid
775,Thermocouple,25.57,Outlier
775,RTD,4.00,Outlier
775,Thermo-Optical,406.98,Outlier
775,Thermo-Acoustic,25.00,Outlier
776,Thermocouple,25.60,Outlier
776,RTD,25.00,Outlier
776,Thermo-Optical,547.93,Outlier
776,Thermo-Acoustic,25.00,Outlier
777,Thermocouple,25.60,Outlier
777,RTD,-31.00,Outlier
777,Thermo-Optical,562.25,Outlier
777,Thermo-Acoustic,200.00,Outlier
778,Thermocouple,25.53,Outlier
778,RTD,27.00,Outlier
778,Thermo-Optical,427.22,Outlier
778,Thermo-Acoustic,175.00,Outlier
779,Thermocouple,25.55,Outlier
779,RTD,-22.00,Outlier
779,Thermo-Optical,399.51,Outlier
779,Thermo-Acoustic,250.00,Outlier
780,Thermocouple,25.66,Outlier
780,RTD,-4.00,Outlier
780,Thermo-Optical,439.26,Outlier
780,Thermo-Acoustic,200.00,Outlier
781,Thermocouple,25.72,Outlier
781,RTD,41.00,Outlier
781,Thermo-Optical,444.93,Outlier
781,Thermo-Acoustic,75.00,Outlier
782,Thermocouple,25.61,Outlier
782,RTD,34.00,Outlier
782,Thermo-Optical,433.37,Outlier
782,Thermo-Acoustic,200.00,Outlier
783,Thermocouple,25.53,Outlier
783,RTD,35.00,Outlier
783,Thermo-Optical,460.75,Outlier
783,Thermo-Acoustic,25.00,Outlier
784,Thermocouple,25.54,Outlier
784,RTD,-19.00,Outlier
784,Thermo-Optical,391.59,Outlier
784,Thermo-Acoustic,50.00,Outlier
785,Thermocouple,25.71,Outlier
785,RTD,-11.00,Outlier
785,Thermo-Optical,383.16,Outlier
785,Thermo-Acoustic,200.00,Outlier
786,Thermocouple,25.65,Outlier
786,RTD,40.00,Outlier
786,Thermo-Optical,578.10,Outlier
786,Thermo-Acoustic,250.00,Outlier
787,Thermocouple,25.60,Outlier
787,RTD,15.00,Outlier
787,Thermo-Optical,465.68,Outlier
787,Thermo-Acoustic,175.00,Valid
788,Thermocouple,25.71,Outlier
788,RTD,-13.00,Outlier
788,Thermo-Optical,511.74,Outlier
788,Thermo-Acoustic,200.00,Outlier
789,Thermocouple,25.54,Outlier
789,RTD,-33.00,Outlier
789,Thermo-Optical,374.14,Outlier
789,Thermo-Acoustic,200.00,Outlier
790,Thermocouple,25.71,Outlier
790,RTD,23.00,Outlier
790,Thermo-Optical,439.26,Outlier
790,Thermo-Acoustic,225.00,Outlier
791,Thermocouple,25.64,Outlier
791,RTD,23.00,Outlier
791,Thermo-Optical,414.06,Outlier
791,Thermo-Acoustic,250.00,Outlier
792,Thermocouple,25.59,Outlier
792,RTD,4.00,Outlier
792,Thermo-Optical,567.68,Outlier
792,Thermo-Acoustic,225.00,Outlier
793,Thermocouple,25.73,Outlier
793,RTD,-9.00,Outlier
793,Thermo-Optical,455.66,Outlier
793,Thermo-Acoustic,125.00,Outlier
794,Thermocouple,25.66,Outlier
794,RTD,-42.00,Outlier
794,Thermo-Optical,580.62,Outlier
794,Thermo-Acoustic,250.00,Outlier
795,Thermocouple,25.57,Outlier
795,RTD,28.00,Outlier
795,Thermo-Optical,529.12,Outlier
795,Thermo-Acoustic,25.00,Outlier
796,Thermocouple,25.70,Outlier
796,RTD,-33.00,Outlier
796,Thermo-Optical,580.62,Outlier
796,Thermo-Acoustic,50.00,Outlier
797,Thermocouple,25.70,Outlier
797,RTD,40.00,Outlier
797,Thermo-Optical,522.37,Outlier
797,Thermo-Acoustic,225.00,Outlier
798,Thermocouple,25.68,Outlier
798,RTD,-21.00,Outlier
798,Thermo-Optical,450.39,Outlier
798,Thermo-Acoustic,100.00,Outlier
799,Thermocouple,25.70,Outlier
799,RTD,-44.00,Outlier
799,Thermo-Optical,414.06,Outlier
799,Thermo-Acoustic,175.00,Outlier
800,Thermocouple,25.54,Outlier
800,RTD,17.00,Outlier
800,Thermo-Optical,535.61,Outlier
800,Thermo-Acoustic,200.00,Outlier
801,Thermocouple,25.71,Outlier
801,RTD,12.00,Outlier
801,Thermo-Optical,500.41,Outlier
801,Thermo-Acoustic,150.00,Outlier
802,Thermocouple,25.66,Outlier
802,RTD,43.00,Outlier
802,Thermo-Optical,562.25,Outlier
802,Thermo-Acoustic,100.00,Outlier
803,Thermocouple,25.53,Outlier
803,RTD,-9.00,Outlier
803,Thermo-Optical,492.40,Outlier
803,Thermo-Acoustic,200.00,Outlier
804,Thermocouple,25.61,Outlier
804,RTD,-34.00,Outlier
804,Thermo-Optical,504.27,Outlier
804,Thermo-Acoustic,25.00,Outlier
805,Thermocouple,25.64,Outlier
805,RTD,32.00,Outlier
805,Thermo-Optical,564.99,Outlier
805,Thermo-Acoustic,125.00,Outlier
806,Thermocouple,25.60,Outlier
806,RTD,-41.00,Outlier
806,Thermo-Optical,470.46,Outlier
806,Thermo-Acoustic,150.00,Valid
807,Thermocouple,25.52,Outlier
807,RTD,-39.00,Outlier
807,Thermo-Optical,567.68,Outlier
807,Thermo-Acoustic,250.00,Outlier
808,Thermocouple,25.57,Outlier
808,RTD,27.00,Outlier
808,Thermo-Optical,550.88,Outlier
808,Thermo-Acoustic,200.00,Valid
809,Thermocouple,25.72,Outlier
809,RTD,-8.00,Outlier
809,Thermo-Optical,504.27,Outlier
809,Thermo-Acoustic,125.00,Outlier
810,Thermocouple,25.57,Outlier
810,RTD,16.00,Outlier
810,Thermo-Optical,580.62,Outlier
810,Thermo-Acoustic,150.00,Outlier
811,Thermocouple,25.65,Outlier
811,RTD,46.00,Outlier
811,Thermo-Optical,511.74,Outlier
811,Thermo-Acoustic,50.00,Outlier
812,Thermocouple,25.60,Outlier
812,RTD,38.00,Outlier
812,Thermo-Optical,550.88,Outlier
812,Thermo-Acoustic,250.00,Outlier
813,Thermocouple,25.53,Outlier
813,RTD,14.00,Outlier
813,Thermo-Optical,562.25,Outlier
813,Thermo-Acoustic,75.00,Outlier
814,Thermocouple,25.61,Outlier
814,RTD,43.00,Outlier
814,Thermo-Optical,465.68,Outlier
814,Thermo-Acoustic,250.00,Outlier
815,Thermocouple,25.50,Outlier
815,RTD,0.00,Outlier
815,Thermo-Optical,406.98,Outlier
815,Thermo-Acoustic,175.00,Outlier
816,Thermocouple,25.69,Outlier
816,RTD,-37.00,Outlier
816,Thermo-Optical,465.68,Outlier
816,Thermo-Acoustic,200.00,Outlier
817,Thermocouple,25.50,Outlier
817,RTD,7.00,Outlier
817,Thermo-Optical,455.66,Outlier
817,Thermo-Acoustic,150.00,Outlier
818,Thermocouple,25.51,Outlier
818,RTD,45.00,Outlier
818,Thermo-Optical,465.68,Outlier
818,Thermo-Acoustic,150.00,Outlier
819,Thermocouple,25.71,Outlier
819,RTD,-23.00,Outlier
819,Thermo-Optical,570.34,Outlier
819,Thermo-Acoustic,200.00,Outlier
820,Thermocouple,25.72,Outlier
820,RTD,-12.00,Outlier
820,Thermo-Optical,580.62,Outlier
820,Thermo-Acoustic,125.00,Outlier
821,Thermocouple,25.55,Outlier
821,RTD,0.00,Outlier
821,Thermo-Optical,544.93,Outlier
821,Thermo-Acoustic,75.00,Outlier
822,Thermocouple,25.56,Outlier
822,RTD,27.00,Outlier
822,Thermo-Optical,496.45,Outlier
822,Thermo-Acoustic,75.00,Outlier
823,Thermocouple,25.55,Outlier
823,RTD,-29.00,Outlier
823,Thermo-Optical,399.51,Outlier
823,Thermo-Acoustic,100.00,Outlier
824,Thermocouple,25.71,Outlier
824,RTD,9.00,Outlier
824,Thermo-Optical,559.47,Outlier
824,Thermo-Acoustic,200.00,Valid
825,Thermocouple,25.61,Outlier
825,RTD,1.00,Outlier
825,Thermo-Optical,570.34,Outlier
825,Thermo-Acoustic,175.00,Outlier
826,Thermocouple,25.56,Outlier
826,RTD,-43.00,Outlier
826,Thermo-Optical,518.90,Outlier
826,Thermo-Acoustic,50.00,Outlier
827,Thermocouple,25.51,Outlier
827,RTD,-34.00,Outlier
827,Thermo-Optical,492.40,Outlier
827,Thermo-Acoustic,75.00,Outlier
828,Thermocouple,25.69,Outlier
828,RTD,-28.00,Outlier
828,Thermo-Optical,427.22,Outlier
828,Thermo-Acoustic,100.00,Outlier
829,Thermocouple,25.67,Outlier
829,RTD,-32.00,Outlier
829,Thermo-Optical,439.26,Outlier
829,Thermo-Acoustic,75.00,Outlier
830,Thermocouple,25.57,Outlier
830,RTD,-38.00,Outlier
830,Thermo-Optical,572.96,Outlier
830,Thermo-Acoustic,200.00,Outlier
831,Thermocouple,25.71,Outlier
831,RTD,43.00,Outlier
831,Thermo-Optical,504.27,Outlier
831,Thermo-Acoustic,125.00,Outlier
832,Thermocouple,25.51,Outlier
832,RTD,-3.00,Outlier
832,Thermo-Optical,508.05,Outlier
832,Thermo-Acoustic,225.00,Outlier
833,Thermocouple,25.73,Outlier
833,RTD,25.00,Outlier
833,Thermo-Optical,470.46,Outlier
833,Thermo-Acoustic,175.00,Valid
834,Thermocouple,25.60,Outlier
834,RTD,-6.00,Outlier
834,Thermo-Optical,444.93,Outlier
834,Thermo-Acoustic,175.00,Outlier
835,Thermocouple,25.57,Outlier
835,RTD,-32.00,Outlier
835,Thermo-Optical,470.46,Outlier
835,Thermo-Acoustic,75.00,Outlier
836,Thermocouple,25.65,Outlier
836,RTD,37.00,Outlier
836,Thermo-Optical,420.79,Outlier
836,Thermo-Acoustic,250.00,Outlier
837,Thermocouple,25.58,Outlier
837,RTD,3.00,Outlier
837,Thermo-Optical,399.51,Outlier
837,Thermo-Acoustic,25.00,Outlier
838,Thermocouple,25.64,Outlier
838,RTD,-14.00,Outlier
838,Thermo-Optical,538.77,Outlier
838,Thermo-Acoustic,225.00,Outlier
839,Thermocouple,25.63,Outlier
839,RTD,-44.00,Outlier
839,Thermo-Optical,439.26,Outlier
839,Thermo-Acoustic,250.00,Outlier
840,Thermocouple,25.51,Outlier
840,RTD,14.00,Outlier
840,Thermo-Optical,504.27,Outlier
840,Thermo-Acoustic,150.00,Outlier
841,Thermocouple,25.64,Outlier
841,RTD,29.00,Outlier
841,Thermo-Optical,567.68,Outlier
841,Thermo-Acoustic,250.00,Outlier
842,Thermocouple,25.64,Outlier
842,RTD,-46.00,Outlier
842,Thermo-Optical,483.98,Outlier
842,Thermo-Acoustic,225.00,Outlier
843,Thermocouple,25.71,Outlier
843,RTD,6.00,Outlier
843,Thermo-Optical,374.14,Outlier
843,Thermo-Acoustic,225.00,Outlier
844,Thermocouple,25.57,Outlier
844,RTD,13.00,Outlier
844,Thermo-Optical,564.99,Outlier
844,Thermo-Acoustic,250.00,Outlier
845,Thermocouple,25.72,Outlier
845,RTD,25.00,Outlier
845,Thermo-Optical,475.09,Outlier
845,Thermo-Acoustic,50.00,Outlier
846,Thermocouple,25.70,Outlier
846,RTD,21.00,Outlier
846,Thermo-Optical,553.79,Outlier
846,Thermo-Acoustic,250.00,Outlier
847,Thermocouple,25.70,Outlier
847,RTD,18.00,Outlier
847,Thermo-Optical,567.68,Outlier
847,Thermo-Acoustic,25.00,Outlier
848,Thermocouple,25.52,Outlier
848,RTD,6.00,Outlier
848,Thermo-Optical,433.37,Outlier
848,Thermo-Acoustic,75.00,Outlier
849,Thermocouple,25.63,Outlier
849,RTD,35.00,Outlier
849,Thermo-Optical,427.22,Outlier
849,Thermo-Acoustic,200.00,Outlier
850,Thermocouple,25.54,Outlier
850,RTD,-14.00,Outlier
850,Thermo-Optical,500.41,Outlier
850,Thermo-Acoustic,50.00,Outlier
851,Thermocouple,25.64,Outlier
851,RTD,5.00,Outlier
851,Thermo-Optical,556.65,Outlier
851,Thermo-Acoustic,175.00,Outlier
852,Thermocouple,25.71,Outlier
852,RTD,18.00,Outlier
852,Thermo-Optical,414.06,Outlier
852,Thermo-Acoustic,25.00,Outlier
853,Thermocouple,25.70,Outlier
853,RTD,-11.00,Outlier
853,Thermo-Optical,550.88,Outlier
853,Thermo-Acoustic,150.00,Outlier
854,Thermocouple,25.51,Outlier
854,RTD,12.00,Outlier
854,Thermo-Optical,420.79,Outlier
854,Thermo-Acoustic,150.00,Valid
855,Thermocouple,25.65,Outlier
855,RTD,40.00,Outlier
855,Thermo-Optical,529.12,Outlier
855,Thermo-Acoustic,100.00,Outlier
856,Thermocouple,25.54,Outlier
856,RTD,-5.00,Outlier
856,Thermo-Optical,496.45,Outlier
856,Thermo-Acoustic,250.00,Outlier
857,Thermocouple,25.59,Outlier
857,RTD,-32.00,Outlier
857,Thermo-Optical,504.27,Outlier
857,Thermo-Acoustic,150.00,Outlier
858,Thermocouple,25.62,Outlier
858,RTD,-6.00,Outlier
858,Thermo-Optical,556.65,Outlier
858,Thermo-Acoustic,250.00,Outlier
859,Thermocouple,25.52,Outlier
859,RTD,29.00,Outlier
859,Thermo-Optical,535.61,Outlier
859,Thermo-Acoustic,100.00,Outlier
860,Thermocouple,25.55,Outlier
860,RTD,-11.00,Outlier
860,Thermo-Optical,564.99,Outlier
860,Thermo-Acoustic,25.00,Outlier
861,Thermocouple,25.52,Outlier
861,RTD,24.00,Outlier
861,Thermo-Optical,575.55,Outlier
861,Thermo-Acoustic,75.00,Outlier
862,Thermocouple,25.61,Outlier
862,RTD,-14.00,Outlier
862,Thermo-Optical,500.41,Outlier
862,Thermo-Acoustic,150.00,Outlier
863,Thermocouple,25.57,Outlier
863,RTD,36.00,Outlier
863,Thermo-Optical,500.41,Outlier
863,Thermo-Acoustic,25.00,Outlier
864,Thermocouple,25.54,Outlier
864,RTD,-2.00,Outlier
864,Thermo-Optical,575.55,Outlier
864,Thermo-Acoustic,200.00,Valid
865,Thermocouple,25.68,Outlier
865,RTD,-44.00,Outlier
865,Thermo-Optical,475.09,Outlier
865,Thermo-Acoustic,250.00,Outlier
866,Thermocouple,25.63,Outlier
866,RTD,34.00,Outlier
866,Thermo-Optical,508.05,Outlier
866,Thermo-Acoustic,200.00,Outlier
867,Thermocouple,25.70,Outlier
867,RTD,46.00,Outlier
867,Thermo-Optical,564.99,Outlier
867,Thermo-Acoustic,175.00,Outlier
868,Thermocouple,25.61,Outlier
868,RTD,18.00,Outlier
868,Thermo-Optical,553.79,Outlier
868,Thermo-Acoustic,100.00,Outlier
869,Thermocouple,25.70,Outlier
869,RTD,-9.00,Outlier
869,Thermo-Optical,444.93,Outlier
869,Thermo-Acoustic,25.00,Outlier
870,Thermocouple,25.56,Outlier
870,RTD,-3.00,Outlier
870,Thermo-Optical,572.96,Outlier
870,Thermo-Acoustic,150.00,Outlier
871,Thermocouple,25.56,Outlier
871,RTD,24.00,Outlier
871,Thermo-Optical,553.79,Outlier
871,Thermo-Acoustic,175.00,Outlier
872,Thermocouple,25.66,Outlier
872,RTD,47.00,Outlier
872,Thermo-Optical,504.27,Outlier
872,Thermo-Acoustic,150.00,Outlier
873,Thermocouple,25.54,Outlier
873,RTD,-6.00,Outlier
873,Thermo-Optical,488.24,Outlier
873,Thermo-Acoustic,225.00,Outlier
874,Thermocouple,25.57,Outlier
874,RTD,49.00,Outlier
874,Thermo-Optical,564.99,Outlier
874,Thermo-Acoustic,25.00,Outlier
875,Thermocouple,25.66,Outlier
875,RTD,-45.00,Outlier
875,Thermo-Optical,374.14,Outlier
875,Thermo-Acoustic,250.00,Outlier
876,Thermocouple,25.61,Outlier
876,RTD,13.00,Outlier
876,Thermo-Optical,496.45,Outlier
876,Thermo-Acoustic,250.00,Outlier
877,Thermocouple,25.60,Outlier
877,RTD,-44.00,Outlier
877,Thermo-Optical,511.74,Outlier
877,Thermo-Acoustic,225.00,Outlier
878,Thermocouple,25.65,Outlier
878,RTD,43.00,Outlier
878,Thermo-Optical,515.36,Outlier
878,Thermo-Acoustic,75.00,Outlier
879,Thermocouple,25.60,Outlier
879,RTD,-7.00,Outlier
879,Thermo-Optical,564.99,Outlier
879,Thermo-Acoustic,125.00,Outlier
880,Thermocouple,25.63,Outlier
880,RTD,-3.00,Outlier
880,Thermo-Optical,532.39,Outlier
880,Thermo-Acoustic,125.00,Outlier
881,Thermocouple,25.64,Outlier
881,RTD,-12.00,Outlier
881,Thermo-Optical,550.88,Outlier
881,Thermo-Acoustic,100.00,Outlier
882,Thermocouple,25.57,Outlier
882,RTD,-31.00,Outlier
882,Thermo-Optical,525.78,Outlier
882,Thermo-Acoustic,200.00,Outlier
883,Thermocouple,25.67,Outlier
883,RTD,-2.00,Outlier
883,Thermo-Optical,535.61,Outlier
883,Thermo-Acoustic,250.00,Outlier
884,Thermocouple,25.63,Outlier
884,RTD,37.00,Outlier
884,Thermo-Optical,515.36,Outlier
884,Thermo-Acoustic,125.00,Outlier
885,Thermocouple,25.71,Outlier
885,RTD,-45.00,Outlier
885,Thermo-Optical,515.36,Outlier
885,Thermo-Acoustic,175.00,Outlier
886,Thermocouple,25.73,Outlier
886,RTD,-50.00,Outlier
886,Thermo-Optical,559.47,Outlier
886,Thermo-Acoustic,50.00,Outlier
887,Thermocouple,25.70,Outlier
887,RTD,30.00,Outlier
887,Thermo-Optical,399.51,Outlier
887,Thermo-Acoustic,250.00,Outlier
888,Thermocouple,25.63,Outlier
888,RTD,-46.00,Outlier
888,Thermo-Optical,455.66,Outlier
888,Thermo-Acoustic,50.00,Outlier
889,Thermocouple,25.73,Outlier
889,RTD,4.00,Outlier
889,Thermo-Optical,383.16,Outlier
889,Thermo-Acoustic,25.00,Outlier
890,Thermocouple,25.68,Outlier
890,RTD,-24.00,Outlier
890,Thermo-Optical,522.37,Outlier
890,Thermo-Acoustic,25.00,Outlier
891,Thermocouple,25.69,Outlier
891,RTD,49.00,Outlier
891,Thermo-Optical,550.88,Outlier
891,Thermo-Acoustic,50.00,Outlier
892,Thermocouple,25.59,Outlier
892,RTD,43.00,Outlier
892,Thermo-Optical,525.78,Outlier
892,Thermo-Acoustic,25.00,Outlier
893,Thermocouple,25.55,Outlier
893,RTD,26.00,Outlier
893,Thermo-Optical,556.65,Outlier
893,Thermo-Acoustic,175.00,Outlier
894,Thermocouple,25.55,Outlier
894,RTD,-8.00,Outlier
894,Thermo-Optical,535.61,Outlier
894,Thermo-Acoustic,75.00,Outlier
895,Thermocouple,25.70,Outlier
895,RTD,33.00,Outlier
895,Thermo-Optical,475.09,Outlier
895,Thermo-Acoustic,200.00,Outlier
896,Thermocouple,25.71,Outlier
896,RTD,44.00,Outlier
896,Thermo-Optical,564.99,Outlier
896,Thermo-Acoustic,125.00,Outlier
897,Thermocouple,25.69,Outlier
897,RTD,19.00,Outlier
897,Thermo-Optical,575.55,Outlier
897,Thermo-Acoustic,225.00,Outlier
898,Thermocouple,25.56,Outlier
898,RTD,-29.00,Outlier
898,Thermo-Optical,444.93,Outlier
898,Thermo-Acoustic,200.00,Outlier
899,Thermocouple,25.58,Outlier
899,RTD,21.00,Outlier
899,Thermo-Optical,544.93,Outlier
899,Thermo-Acoustic,225.00,Outlier
900,Thermocouple,25.53,Outlier
900,RTD,32.00,Outlier
900,Thermo-Optical,450.39,Outlier
900,Thermo-Acoustic,75.00,Outlier
901,Thermocouple,25.66,Outlier
901,RTD,-21.00,Outlier
901,Thermo-Optical,518.90,Outlier
901,Thermo-Acoustic,225.00,Outlier
902,Thermocouple,25.56,Outlier
902,RTD,-34.00,Outlier
902,Thermo-Optical,450.39,Outlier
902,Thermo-Acoustic,125.00,Outlier
903,Thermocouple,25.56,Outlier
903,RTD,-4.00,Outlier
903,Thermo-Optical,580.62,Outlier
903,Thermo-Acoustic,125.00,Outlier
904,Thermocouple,25.58,Outlier
904,RTD,48.00,Outlier
904,Thermo-Optical,518.90,Outlier
904,Thermo-Acoustic,150.00,Outlier
905,Thermocouple,25.71,Outlier
905,RTD,-27.00,Outlier
905,Thermo-Optical,488.24,Outlier
905,Thermo-Acoustic,125.00,Outlier
906,Thermocouple,25.68,Outlier
906,RTD,-23.00,Outlier
906,Thermo-Optical,580.62,Outlier
906,Thermo-Acoustic,100.00,Outlier
907,Thermocouple,25.64,Outlier
907,RTD,-39.00,Outlier
907,Thermo-Optical,427.22,Outlier
907,Thermo-Acoustic,75.00,Outlier
908,Thermocouple,25.61,Outlier
908,RTD,-6.00,Outlier
908,Thermo-Optical,465.68,Outlier
908,Thermo-Acoustic,200.00,Outlier
909,Thermocouple,25.69,Outlier
909,RTD,-8.00,Outlier
909,Thermo-Optical,538.77,Outlier
909,Thermo-Acoustic,200.00,Outlier
910,Thermocouple,25.68,Outlier
910,RTD,-49.00,Outlier
910,Thermo-Optical,496.45,Outlier
910,Thermo-Acoustic,125.00,Outlier
911,Thermocouple,25.67,Outlier
911,RTD,21.00,Outlier
911,Thermo-Optical,508.05,Outlier
911,Thermo-Acoustic,50.00,Outlier
912,Thermocouple,25.57,Outlier
912,RTD,30.00,Outlier
912,Thermo-Optical,515.36,Outlier
912,Thermo-Acoustic,150.00,Outlier
913,Thermocouple,25.59,Outlier
913,RTD,49.00,Outlier
913,Thermo-Optical,500.41,Outlier
913,Thermo-Acoustic,150.00,Outlier
914,Thermocouple,25.64,Outlier
914,RTD,36.00,Outlier
914,Thermo-Optical,450.39,Outlier
914,Thermo-Acoustic,100.00,Outlier
915,Thermocouple,25.65,Outlier
915,RTD,-45.00,Outlier
915,Thermo-Optical,511.74,Outlier
915,Thermo-Acoustic,50.00,Outlier
916,Thermocouple,25.56,Outlier
916,RTD,37.00,Outlier
916,Thermo-Optical,383.16,Outlier
916,Thermo-Acoustic,225.00,Outlier
917,Thermocouple,25.71,Outlier
917,RTD,-21.00,Outlier
917,Thermo-Optical,547.93,Outlier
917,Thermo-Acoustic,25.00,Outlier
918,Thermocouple,25.58,Outlier
918,RTD,17.00,Outlier
918,Thermo-Optical,583.11,Outlier
918,Thermo-Acoustic,175.00,Outlier
919,Thermocouple,25.61,Outlier
919,RTD,10.00,Outlier
919,Thermo-Optical,444.93,Outlier
919,Thermo-Acoustic,150.00,Outlier
920,Thermocouple,25.58,Outlier
920,RTD,-23.00,Outlier
920,Thermo-Optical,496.45,Outlier
920,Thermo-Acoustic,100.00,Outlier
921,Thermocouple,25.56,Outlier
921,RTD,29.00,Outlier
921,Thermo-Optical,455.66,Outlier
921,Thermo-Acoustic,150.00,Outlier
922,Thermocouple,25.67,Outlier
922,RTD,42.00,Outlier
922,Thermo-Optical,553.79,Outlier
922,Thermo-Acoustic,150.00,Outlier
923,Thermocouple,25.59,Outlier
923,RTD,-43.00,Outlier
923,Thermo-Optical,580.62,Outlier
923,Thermo-Acoustic,125.00,Outlier
924,Thermocouple,25.67,Outlier
924,RTD,-9.00,Outlier
924,Thermo-Optical,518.90,Outlier
924,Thermo-Acoustic,150.00,Outlier
925,Thermocouple,25.60,Outlier
925,RTD,25.00,Outlier
925,Thermo-Optical,504.27,Outlier
925,Thermo-Acoustic,25.00,Outlier
